( fax: [
    customer_id("ALFKI"), "030-0076545";
    order_id(10702) -> "Obere Str. 57",
    order_id(10703) -> "kergatan 24",
    order_id(10704) -> "Alameda dos Canrios, 891",
    order_id(10705) -> "Carrera 22 con Ave. Carlos Soublette #8-35",
    order_id(10706) -> "2743 Bering St.",
    order_id(10707) -> "Brook Farm Stratford St. Mary",
    order_id(10708) -> "89 Jefferson Way Suite 2",
    order_id(10709) -> "Av. Brasil, 442",
    order_id(10710) -> "Via Monte Bianco 34",
    order_id(10711) -> "187 Suffolk Ln.",
    order_id(10712) -> "8 Johnstown Road",
    order_id(10713) -> "187 Suffolk Ln.",
    order_id(10714) -> "187 Suffolk Ln.",
    order_id(10715) -> "12, rue des Bouchers",
    order_id(10716) -> "Av. del Libertador 900",
    order_id(10717) -> "Berliner Platz 43",
    order_id(10718) -> "Maubelstr. 90",
    order_id(10719) -> "87 Polk St. Suite 5",
    order_id(10720) -> "Rua da Panificadora, 12",
    order_id(10721) -> "Taucherstrae 10",
    order_id(10722) -> "187 Suffolk Ln.",
    order_id(10723) -> "1029 - 12th Ave. S.",
    order_id(10724) -> "43 rue St. Laurent",
    order_id(10725) -> "Rua Ors, 92",
    order_id(10726) -> "35 King George",
    order_id(10727) -> "Strada Provinciale 124",
    order_id(10728) -> "Alameda dos Canrios, 891",
    order_id(10729) -> "Ave. 5 de Mayo Porlamar",
    order_id(10730) -> "12, rue des Bouchers",
    order_id(10731) -> "Hauptstr. 31",
    order_id(10732) -> "12, rue des Bouchers",
    order_id(10733) -> "Berguvsvgen 8",
    order_id(10734) -> "Av. Brasil, 442",
    order_id(10735) -> "87 Polk St. Suite 5",
    order_id(10736) -> "8 Johnstown Road",
    order_id(10737) -> "59 rue de l-Abbaye",
    order_id(10738) -> "25, rue Lauriston",
    order_id(10739) -> "59 rue de l-Abbaye",
    order_id(10740) -> "1029 - 12th Ave. S.",
    order_id(10741) -> "Brook Farm Stratford St. Mary",
    order_id(10742) -> "23 Tsawassen Blvd.",
    order_id(10743) -> "Brook Farm Stratford St. Mary",
    order_id(10744) -> "Smagsloget 45",
    order_id(10745) -> "Taucherstrae 10",
    order_id(10746) -> "Hauptstr. 31",
    order_id(10747) -> "Geislweg 14",
    order_id(10748) -> "187 Suffolk Ln.",
    order_id(10749) -> "Garden House Crowther Way",
    order_id(10750) -> "Torikatu 38",
    order_id(10751) -> "Starenweg 5",
    order_id(10752) -> "South House 300 Queensbridge",
    order_id(10753) -> "Via Monte Bianco 34",
    order_id(10754) -> "Via Ludovico il Moro 22",
    order_id(10755) -> "12, rue des Bouchers",
    order_id(10756) -> "P.O. Box 555",
    order_id(10757) -> "187 Suffolk Ln.",
    order_id(10758) -> "Starenweg 5",
    order_id(10759) -> "Avda. de la Constitucin 2222",
    order_id(10760) -> "Rue Joseph-Bens 532",
    order_id(10761) -> "2817 Milton Dr.",
    order_id(10762) -> "kergatan 24",
    order_id(10763) -> "184, chausse de Tournai",
    order_id(10764) -> "Kirchgasse 6",
    order_id(10765) -> "Taucherstrae 10",
    order_id(10766) -> "Mehrheimerstr. 369",
    order_id(10767) -> "Boulevard Tirou, 255",
    order_id(10768) -> "Brook Farm Stratford St. Mary",
    order_id(10769) -> "Smagsloget 45",
    order_id(10770) -> "Rua do Pao, 67",
    order_id(10771) -> "Kirchgasse 6",
    order_id(10772) -> "Magazinweg 7",
    order_id(10773) -> "Kirchgasse 6",
    order_id(10774) -> "kergatan 24",
    order_id(10775) -> "55 Grizzly Peak Rd.",
    order_id(10776) -> "Kirchgasse 6",
    order_id(10777) -> "Av. Brasil, 442",
    order_id(10778) -> "Berguvsvgen 8",
    order_id(10779) -> "Heerstr. 22",
    order_id(10780) -> "Carrera 52 con Ave. Bolvar #65-98 Llano Largo",
    order_id(10781) -> "Torikatu 38",
    order_id(10782) -> "Cerrito 333",
    order_id(10783) -> "Rua do Pao, 67",
    order_id(10784) -> "Via Ludovico il Moro 22",
    order_id(10785) -> "5 Ave. Los Palos Grandes",
    order_id(10786) -> "Alameda dos Canrios, 891",
    order_id(10787) -> "1 rue Alsace-Lorraine",
    order_id(10788) -> "Taucherstrae 10",
    order_id(10789) -> "184, chausse de Tournai",
    order_id(10790) -> "Av. Brasil, 442",
    order_id(10791) -> "Berliner Platz 43",
    order_id(10792) -> "ul. Filtrowa 68",
    order_id(10793) -> "Brook Farm Stratford St. Mary",
    order_id(10794) -> "Rua da Panificadora, 12",
    order_id(10795) -> "Kirchgasse 6",
    order_id(10796) -> "Carrera 22 con Ave. Carlos Soublette #8-35",
    order_id(10797) -> "Walserweg 21",
    order_id(10798) -> "Garden House Crowther Way",
    order_id(10799) -> "Maubelstr. 90",
    order_id(10800) -> "90 Wadhurst Rd.",
    order_id(10801) -> "C/ Araquil, 67",
    order_id(10802) -> "Vinbltet 34",
    order_id(10803) -> "Rua do Mercado, 12",
    order_id(10804) -> "90 Wadhurst Rd.",
    order_id(10805) -> "89 Jefferson Way Suite 2",
    order_id(10806) -> "2, rue du Commerce",
    order_id(10807) -> "Via Monte Bianco 34",
    order_id(10808) -> "2743 Bering St.",
    order_id(10809) -> "Rua do Mercado, 12",
    order_id(10810) -> "2319 Elm St.",
    order_id(10811) -> "Ave. 5 de Mayo Porlamar",
    order_id(10812) -> "Strada Provinciale 124",
    order_id(10813) -> "Av. Copacabana, 267",
    order_id(10814) -> "2, rue du Commerce",
    order_id(10815) -> "187 Suffolk Ln.",
    order_id(10816) -> "2732 Baker Blvd.",
    order_id(10817) -> "Maubelstr. 90",
    order_id(10818) -> "Via Ludovico il Moro 22",
    order_id(10819) -> "Cerrito 333",
    order_id(10820) -> "2817 Milton Dr.",
    order_id(10821) -> "P.O. Box 555",
    order_id(10822) -> "722 DaVinci Blvd.",
    order_id(10823) -> "Carrera 52 con Ave. Bolvar #65-98 Llano Largo",
    order_id(10824) -> "kergatan 24",
    order_id(10825) -> "Walserweg 21",
    order_id(10826) -> "24, place Klber",
    order_id(10827) -> "12, rue des Bouchers",
    order_id(10828) -> "Av. del Libertador 900",
    order_id(10829) -> "Garden House Crowther Way",
    order_id(10830) -> "Av. Ins de Castro, 414",
    order_id(10831) -> "Erling Skakkes gate 78",
    order_id(10832) -> "1 rue Alsace-Lorraine",
    order_id(10833) -> "Mehrheimerstr. 369",
    order_id(10834) -> "Av. Ins de Castro, 414",
    order_id(10835) -> "Obere Str. 57",
    order_id(10836) -> "Kirchgasse 6",
    order_id(10837) -> "Berguvsvgen 8",
    order_id(10838) -> "Ave. 5 de Mayo Porlamar",
    order_id(10839) -> "Av. Ins de Castro, 414",
    order_id(10840) -> "Ave. 5 de Mayo Porlamar",
    order_id(10841) -> "Boulevard Tirou, 255",
    order_id(10842) -> "Avda. Azteca 123",
    order_id(10843) -> "2, rue du Commerce",
    order_id(10844) -> "Geislweg 14",
    order_id(10845) -> "Taucherstrae 10",
    order_id(10846) -> "Boulevard Tirou, 255",
    order_id(10847) -> "187 Suffolk Ln.",
    order_id(10848) -> "Berkeley Gardens 12 Brewery",
    order_id(10849) -> "Maubelstr. 90",
    order_id(10850) -> "2, rue du Commerce",
    order_id(10851) -> "Av. Copacabana, 267",
    order_id(10852) -> "2817 Milton Dr.",
    order_id(10853) -> "Forsterstr. 57",
    order_id(10854) -> "Kirchgasse 6",
    order_id(10855) -> "2743 Bering St.",
    order_id(10856) -> "Mataderos 2312",
    order_id(10857) -> "Berguvsvgen 8",
    order_id(10858) -> "67, avenue de l-Europe",
    order_id(10859) -> "Berliner Platz 43",
    order_id(10860) -> "54, rue Royale",
    order_id(10861) -> "1029 - 12th Ave. S.",
    order_id(10862) -> "Magazinweg 7",
    order_id(10863) -> "Carrera 22 con Ave. Carlos Soublette #8-35",
    order_id(10864) -> "Brook Farm Stratford St. Mary",
    order_id(10865) -> "Taucherstrae 10",
    order_id(10866) -> "Berguvsvgen 8",
    order_id(10867) -> "89 Chiaroscuro Rd.",
    order_id(10868) -> "Alameda dos Canrios, 891",
    order_id(10869) -> "90 Wadhurst Rd.",
    order_id(10870) -> "ul. Filtrowa 68",
    order_id(10871) -> "12, rue des Bouchers",
    order_id(10872) -> "C/ Romero, 33",
    order_id(10873) -> "Keskuskatu 45",
    order_id(10874) -> "C/ Romero, 33",
    order_id(10875) -> "Berguvsvgen 8",
    order_id(10876) -> "12, rue des Bouchers",
    order_id(10877) -> "Av. Copacabana, 267",
    order_id(10878) -> "Taucherstrae 10",
    order_id(10879) -> "Keskuskatu 45",
    order_id(10880) -> "kergatan 24",
    order_id(10881) -> "Cerrito 333",
    order_id(10882) -> "187 Suffolk Ln.",
    order_id(10883) -> "89 Chiaroscuro Rd.",
    order_id(10884) -> "87 Polk St. Suite 5",
    order_id(10885) -> "Boulevard Tirou, 255",
    order_id(10886) -> "Rua do Pao, 67",
    order_id(10887) -> "Rambla de Catalua, 23",
    order_id(10888) -> "C/ Romero, 33",
    order_id(10889) -> "2817 Milton Dr.",
    order_id(10890) -> "67, rue des Cinquante Otages",
    order_id(10891) -> "Magazinweg 7",
    order_id(10892) -> "Rue Joseph-Bens 532",
    order_id(10893) -> "Maubelstr. 90",
    order_id(10894) -> "187 Suffolk Ln.",
    order_id(10895) -> "Kirchgasse 6",
    order_id(10896) -> "Rue Joseph-Bens 532",
    order_id(10897) -> "8 Johnstown Road",
    order_id(10898) -> "Ing. Gustavo Moncada 8585 Piso 20-A",
    order_id(10899) -> "Carrera 52 con Ave. Bolvar #65-98 Llano Largo",
    order_id(10900) -> "Rua do Mercado, 12",
    order_id(10901) -> "Carrera 22 con Ave. Carlos Soublette #8-35",
    order_id(10902) -> "kergatan 24",
    order_id(10903) -> "Rua do Pao, 67",
    order_id(10904) -> "1029 - 12th Ave. S.",
    order_id(10905) -> "Rua do Mercado, 12",
    order_id(10906) -> "ul. Filtrowa 68",
    order_id(10907) -> "25, rue Lauriston",
    order_id(10908) -> "Strada Provinciale 124",
    order_id(10909) -> "Erling Skakkes gate 78",
    order_id(10910) -> "Keskuskatu 45",
    order_id(10911) -> "C/ Romero, 33",
    order_id(10912) -> "8 Johnstown Road",
    order_id(10913) -> "Alameda dos Canrios, 891",
    order_id(10914) -> "Alameda dos Canrios, 891",
    order_id(10915) -> "Avda. Azteca 123",
    order_id(10916) -> "Av. del Libertador 900",
    order_id(10917) -> "Gran Va, 1",
    order_id(10918) -> "23 Tsawassen Blvd.",
    order_id(10919) -> "Ave. 5 de Mayo Porlamar",
    order_id(10920) -> "Brook Farm Stratford St. Mary",
    order_id(10921) -> "Smagsloget 45",
    order_id(10922) -> "Rua do Pao, 67",
    order_id(10923) -> "1 rue Alsace-Lorraine",
    order_id(10924) -> "Berguvsvgen 8",
    order_id(10925) -> "Rua do Pao, 67",
    order_id(10926) -> "Avda. de la Constitucin 2222",
    order_id(10927) -> "67, avenue de l-Europe",
    order_id(10928) -> "Rambla de Catalua, 23",
    order_id(10929) -> "Berliner Platz 43",
    order_id(10930) -> "Boulevard Tirou, 255",
    order_id(10931) -> "Starenweg 5",
    order_id(10932) -> "12, rue des Bouchers",
    order_id(10933) -> "Garden House Crowther Way",
    order_id(10934) -> "Magazinweg 7",
    order_id(10935) -> "Rua do Mercado, 12",
    order_id(10936) -> "2732 Baker Blvd.",
    order_id(10937) -> "Cerrito 333",
    order_id(10938) -> "Taucherstrae 10",
    order_id(10939) -> "Via Ludovico il Moro 22",
    order_id(10940) -> "12, rue des Bouchers",
    order_id(10941) -> "187 Suffolk Ln.",
    order_id(10942) -> "Strada Provinciale 124",
    order_id(10943) -> "Fauntleroy Circus",
    order_id(10944) -> "23 Tsawassen Blvd.",
    order_id(10945) -> "Heerstr. 22",
    order_id(10946) -> "Smagsloget 45",
    order_id(10947) -> "Fauntleroy Circus",
    order_id(10948) -> "C/ Romero, 33",
    order_id(10949) -> "23 Tsawassen Blvd.",
    order_id(10950) -> "Via Ludovico il Moro 22",
    order_id(10951) -> "Starenweg 5",
    order_id(10952) -> "Obere Str. 57",
    order_id(10953) -> "Brook Farm Stratford St. Mary",
    order_id(10954) -> "Ave. 5 de Mayo Porlamar",
    order_id(10955) -> "kergatan 24",
    order_id(10956) -> "Forsterstr. 57",
    order_id(10957) -> "Carrera 22 con Ave. Carlos Soublette #8-35",
    order_id(10958) -> "Ing. Gustavo Moncada 8585 Piso 20-A",
    order_id(10959) -> "Av. Brasil, 442",
    order_id(10960) -> "Carrera 22 con Ave. Carlos Soublette #8-35",
    order_id(10961) -> "Alameda dos Canrios, 891",
    order_id(10962) -> "Taucherstrae 10",
    order_id(10963) -> "Jardim das rosas n. 32",
    order_id(10964) -> "25, rue Lauriston",
    order_id(10965) -> "2743 Bering St.",
    order_id(10966) -> "Hauptstr. 31",
    order_id(10967) -> "Luisenstr. 48",
    order_id(10968) -> "Kirchgasse 6",
    order_id(10969) -> "Av. dos Lusadas, 23",
    order_id(10970) -> "C/ Araquil, 67",
    order_id(10971) -> "54, rue Royale",
    order_id(10972) -> "67, avenue de l-Europe",
    order_id(10973) -> "67, avenue de l-Europe",
    order_id(10974) -> "P.O. Box 555",
    order_id(10975) -> "23 Tsawassen Blvd.",
    order_id(10976) -> "Carrera 22 con Ave. Carlos Soublette #8-35",
    order_id(10977) -> "kergatan 24",
    order_id(10978) -> "Rue Joseph-Bens 532",
    order_id(10979) -> "Kirchgasse 6",
    order_id(10980) -> "kergatan 24",
    order_id(10981) -> "Rua do Pao, 67",
    order_id(10982) -> "23 Tsawassen Blvd.",
    order_id(10983) -> "187 Suffolk Ln.",
    order_id(10984) -> "187 Suffolk Ln.",
    order_id(10985) -> "8 Johnstown Road",
    order_id(10986) -> "Ing. Gustavo Moncada 8585 Piso 20-A",
    order_id(10987) -> "35 King George",
    order_id(10988) -> "2817 Milton Dr.",
    order_id(10989) -> "Rua da Panificadora, 12",
    order_id(10990) -> "Kirchgasse 6",
    order_id(10991) -> "Taucherstrae 10",
    order_id(10992) -> "89 Jefferson Way Suite 2",
    order_id(10993) -> "kergatan 24",
    order_id(10994) -> "Smagsloget 45",
    order_id(10995) -> "Calle Dr. Jorge Cash 321",
    order_id(10996) -> "Taucherstrae 10",
    order_id(10997) -> "Carrera 52 con Ave. Bolvar #65-98 Llano Largo",
    order_id(10998) -> "ul. Filtrowa 68",
    order_id(10999) -> "Mehrheimerstr. 369",
    order_id(11000) -> "2817 Milton Dr.",
    order_id(11001) -> "kergatan 24",
    order_id(11002) -> "187 Suffolk Ln.",
    order_id(11003) -> "55 Grizzly Peak Rd.",
    order_id(11004) -> "Rue Joseph-Bens 532",
    order_id(11005) -> "Keskuskatu 45",
    order_id(11006) -> "2732 Baker Blvd.",
    order_id(11007) -> "Estrada da sade n. 58",
    order_id(11008) -> "Kirchgasse 6",
    order_id(11009) -> "C/ Romero, 33",
    order_id(11010) -> "Strada Provinciale 124",
    order_id(11011) -> "Obere Str. 57",
    order_id(11012) -> "Berliner Platz 43",
    order_id(11013) -> "Gran Va, 1",
    order_id(11014) -> "Ave. 5 de Mayo Porlamar",
    order_id(11015) -> "Erling Skakkes gate 78",
    order_id(11016) -> "Brook Farm Stratford St. Mary",
    order_id(11017) -> "Kirchgasse 6",
    order_id(11018) -> "89 Chiaroscuro Rd.",
    order_id(11019) -> "Av. del Libertador 900",
    order_id(11020) -> "Mehrheimerstr. 369",
    order_id(11021) -> "Taucherstrae 10",
    order_id(11022) -> "Rua do Pao, 67",
    order_id(11023) -> "Fauntleroy Circus",
    order_id(11024) -> "35 King George",
    order_id(11025) -> "Torikatu 38",
    order_id(11026) -> "Via Monte Bianco 34",
    order_id(11027) -> "23 Tsawassen Blvd.",
    order_id(11028) -> "Maubelstr. 90",
    order_id(11029) -> "Hauptstr. 31",
    order_id(11030) -> "187 Suffolk Ln.",
    order_id(11031) -> "187 Suffolk Ln.",
    order_id(11032) -> "1029 - 12th Ave. S.",
    order_id(11033) -> "Starenweg 5",
    order_id(11034) -> "2743 Bering St.",
    order_id(11035) -> "Boulevard Tirou, 255",
    order_id(11036) -> "Walserweg 21",
    order_id(11037) -> "C/ Romero, 33",
    order_id(11038) -> "Boulevard Tirou, 255",
    order_id(11039) -> "Ave. 5 de Mayo Porlamar",
    order_id(11040) -> "2732 Baker Blvd.",
    order_id(11041) -> "Hauptstr. 31",
    order_id(11042) -> "Av. dos Lusadas, 23",
    order_id(11043) -> "25, rue Lauriston",
    order_id(11044) -> "ul. Filtrowa 68",
    order_id(11045) -> "23 Tsawassen Blvd.",
    order_id(11046) -> "Adenauerallee 900",
    order_id(11047) -> "35 King George",
    order_id(11048) -> "23 Tsawassen Blvd.",
    order_id(11049) -> "Av. Brasil, 442",
    order_id(11050) -> "kergatan 24",
    order_id(11051) -> "1 rue Alsace-Lorraine",
    order_id(11052) -> "Rua do Pao, 67",
    order_id(11053) -> "Geislweg 14",
    order_id(11054) -> "Cerrito 333",
    order_id(11055) -> "Carrera 22 con Ave. Carlos Soublette #8-35",
    order_id(11056) -> "35 King George",
    order_id(11057) -> "South House 300 Queensbridge",
    order_id(11058) -> "Forsterstr. 57",
    order_id(11059) -> "Av. Copacabana, 267",
    order_id(11060) -> "Via Monte Bianco 34",
    order_id(11061) -> "2732 Baker Blvd.",
    order_id(11062) -> "Strada Provinciale 124",
    order_id(11063) -> "8 Johnstown Road",
    order_id(11064) -> "187 Suffolk Ln.",
    order_id(11065) -> "Carrera 52 con Ave. Bolvar #65-98 Llano Largo",
    order_id(11066) -> "1029 - 12th Ave. S.",
    order_id(11067) -> "Walserweg 21",
    order_id(11068) -> "Alameda dos Canrios, 891",
    order_id(11069) -> "Avda. Azteca 123",
    order_id(11070) -> "Magazinweg 7",
    order_id(11071) -> "Carrera 52 con Ave. Bolvar #65-98 Llano Largo",
    order_id(11072) -> "Kirchgasse 6",
    order_id(11073) -> "Calle Dr. Jorge Cash 321",
    order_id(11074) -> "Vinbltet 34",
    order_id(11075) -> "Starenweg 5",
    order_id(11076) -> "12, rue des Bouchers",
    order_id(11077) -> "2817 Milton Dr."
  ],
  ship_country: [
    order_id(10248) -> "France",
    order_id(10249) -> "Germany",
    order_id(10250) -> "Brazil",
    order_id(10251) -> "France",
    order_id(10252) -> "Belgium",
    order_id(10253) -> "Brazil",
    order_id(10254) -> "Switzerland",
    order_id(10255) -> "Switzerland",
    order_id(10256) -> "Brazil",
    order_id(10257) -> "Venezuela",
    order_id(10258) -> "Austria",
    order_id(10259) -> "Mexico",
    order_id(10260) -> "Germany",
    order_id(10261) -> "Brazil",
    order_id(10262) -> "USA",
    order_id(10263) -> "Austria",
    order_id(10264) -> "Sweden",
    order_id(10265) -> "France",
    order_id(10266) -> "Finland",
    order_id(10267) -> "Germany",
    order_id(10268) -> "Venezuela",
    order_id(10269) -> "USA",
    order_id(10270) -> "Finland",
    order_id(10271) -> "USA",
    order_id(10272) -> "USA",
    order_id(10273) -> "Germany",
    order_id(10274) -> "France",
    order_id(10275) -> "Italy",
    order_id(10276) -> "Mexico",
    order_id(10277) -> "Germany",
    order_id(10278) -> "Sweden",
    order_id(10279) -> "Germany",
    order_id(10280) -> "Sweden",
    order_id(10281) -> "Spain",
    order_id(10282) -> "Spain",
    order_id(10283) -> "Venezuela",
    order_id(10284) -> "Germany",
    order_id(10285) -> "Germany",
    order_id(10286) -> "Germany",
    order_id(10287) -> "Brazil",
    order_id(10288) -> "Italy",
    order_id(10289) -> "UK",
    order_id(10290) -> "Brazil",
    order_id(10291) -> "Brazil",
    order_id(10292) -> "Brazil",
    order_id(10293) -> "Mexico",
    order_id(10294) -> "USA",
    order_id(10295) -> "France",
    order_id(10296) -> "Venezuela",
    order_id(10297) -> "France",
    order_id(10298) -> "Ireland",
    order_id(10299) -> "Brazil",
    order_id(10300) -> "Italy",
    order_id(10301) -> "Germany",
    order_id(10302) -> "Belgium",
    order_id(10303) -> "Spain",
    order_id(10304) -> "Mexico",
    order_id(10305) -> "USA",
    order_id(10306) -> "Spain",
    order_id(10307) -> "USA",
    order_id(10308) -> "Mexico",
    order_id(10309) -> "Ireland",
    order_id(10310) -> "USA",
    order_id(10311) -> "France",
    order_id(10312) -> "Germany",
    order_id(10313) -> "Germany",
    order_id(10314) -> "USA",
    order_id(10315) -> "UK",
    order_id(10316) -> "USA",
    order_id(10317) -> "USA",
    order_id(10318) -> "UK",
    order_id(10319) -> "Mexico",
    order_id(10320) -> "Finland",
    order_id(10321) -> "UK",
    order_id(10322) -> "Mexico",
    order_id(10323) -> "Germany",
    order_id(10324) -> "USA",
    order_id(10325) -> "Germany",
    order_id(10326) -> "Spain",
    order_id(10327) -> "Sweden",
    order_id(10328) -> "Portugal",
    order_id(10329) -> "USA",
    order_id(10330) -> "Venezuela",
    order_id(10331) -> "France",
    order_id(10332) -> "Canada",
    order_id(10333) -> "Finland",
    order_id(10334) -> "France",
    order_id(10335) -> "Ireland",
    order_id(10336) -> "Portugal",
    order_id(10337) -> "Germany",
    order_id(10338) -> "USA",
    order_id(10339) -> "Canada",
    order_id(10340) -> "France",
    order_id(10341) -> "Denmark",
    order_id(10342) -> "Germany",
    order_id(10343) -> "Germany",
    order_id(10344) -> "USA",
    order_id(10345) -> "Germany",
    order_id(10346) -> "USA",
    order_id(10347) -> "Brazil",
    order_id(10348) -> "Germany",
    order_id(10349) -> "USA",
    order_id(10350) -> "France",
    order_id(10351) -> "Austria",
    order_id(10352) -> "Portugal",
    order_id(10353) -> "Austria",
    order_id(10354) -> "Mexico",
    order_id(10355) -> "UK",
    order_id(10356) -> "Germany",
    order_id(10357) -> "Venezuela",
    order_id(10358) -> "France",
    order_id(10359) -> "UK",
    order_id(10360) -> "France",
    order_id(10361) -> "Germany",
    order_id(10362) -> "France",
    order_id(10363) -> "Germany",
    order_id(10364) -> "UK",
    order_id(10365) -> "Mexico",
    order_id(10366) -> "Spain",
    order_id(10367) -> "Denmark",
    order_id(10368) -> "Austria",
    order_id(10369) -> "USA",
    order_id(10370) -> "Switzerland",
    order_id(10371) -> "France",
    order_id(10372) -> "Brazil",
    order_id(10373) -> "Ireland",
    order_id(10374) -> "Poland",
    order_id(10375) -> "USA",
    order_id(10376) -> "Canada",
    order_id(10377) -> "UK",
    order_id(10378) -> "Sweden",
    order_id(10379) -> "Brazil",
    order_id(10380) -> "Ireland",
    order_id(10381) -> "Venezuela",
    order_id(10382) -> "Austria",
    order_id(10383) -> "UK",
    order_id(10384) -> "Sweden",
    order_id(10385) -> "USA",
    order_id(10386) -> "Brazil",
    order_id(10387) -> "Norway",
    order_id(10388) -> "UK",
    order_id(10389) -> "Canada",
    order_id(10390) -> "Austria",
    order_id(10391) -> "Germany",
    order_id(10392) -> "Austria",
    order_id(10393) -> "USA",
    order_id(10394) -> "USA",
    order_id(10395) -> "Venezuela",
    order_id(10396) -> "Germany",
    order_id(10397) -> "Portugal",
    order_id(10398) -> "USA",
    order_id(10399) -> "Denmark",
    order_id(10400) -> "UK",
    order_id(10401) -> "USA",
    order_id(10402) -> "Austria",
    order_id(10403) -> "Austria",
    order_id(10404) -> "Italy",
    order_id(10405) -> "Venezuela",
    order_id(10406) -> "Brazil",
    order_id(10407) -> "Germany",
    order_id(10408) -> "France",
    order_id(10409) -> "Argentina",
    order_id(10410) -> "Canada",
    order_id(10411) -> "Canada",
    order_id(10412) -> "Finland",
    order_id(10413) -> "France",
    order_id(10414) -> "Brazil",
    order_id(10415) -> "USA",
    order_id(10416) -> "Finland",
    order_id(10417) -> "Denmark",
    order_id(10418) -> "Germany",
    order_id(10419) -> "Switzerland",
    order_id(10420) -> "Brazil",
    order_id(10421) -> "Brazil",
    order_id(10422) -> "Italy",
    order_id(10423) -> "Brazil",
    order_id(10424) -> "Canada",
    order_id(10425) -> "France",
    order_id(10426) -> "Spain",
    order_id(10427) -> "Austria",
    order_id(10428) -> "Italy",
    order_id(10429) -> "Ireland",
    order_id(10430) -> "Austria",
    order_id(10431) -> "Canada",
    order_id(10432) -> "USA",
    order_id(10433) -> "Portugal",
    order_id(10434) -> "Sweden",
    order_id(10435) -> "UK",
    order_id(10436) -> "France",
    order_id(10437) -> "Finland",
    order_id(10438) -> "Germany",
    order_id(10439) -> "Canada",
    order_id(10440) -> "USA",
    order_id(10441) -> "USA",
    order_id(10442) -> "Austria",
    order_id(10443) -> "Italy",
    order_id(10444) -> "Sweden",
    order_id(10445) -> "Sweden",
    order_id(10446) -> "Germany",
    order_id(10447) -> "Brazil",
    order_id(10448) -> "Argentina",
    order_id(10449) -> "France",
    order_id(10450) -> "France",
    order_id(10451) -> "Germany",
    order_id(10452) -> "USA",
    order_id(10453) -> "UK",
    order_id(10454) -> "France",
    order_id(10455) -> "Finland",
    order_id(10456) -> "Germany",
    order_id(10457) -> "Germany",
    order_id(10458) -> "Belgium",
    order_id(10459) -> "France",
    order_id(10460) -> "Sweden",
    order_id(10461) -> "Venezuela",
    order_id(10462) -> "UK",
    order_id(10463) -> "Belgium",
    order_id(10464) -> "Portugal",
    order_id(10465) -> "Denmark",
    order_id(10466) -> "Brazil",
    order_id(10467) -> "Italy",
    order_id(10468) -> "Germany",
    order_id(10469) -> "USA",
    order_id(10470) -> "France",
    order_id(10471) -> "UK",
    order_id(10472) -> "UK",
    order_id(10473) -> "UK",
    order_id(10474) -> "Mexico",
    order_id(10475) -> "Belgium",
    order_id(10476) -> "Venezuela",
    order_id(10477) -> "Portugal",
    order_id(10478) -> "France",
    order_id(10479) -> "USA",
    order_id(10480) -> "France",
    order_id(10481) -> "Brazil",
    order_id(10482) -> "USA",
    order_id(10483) -> "USA",
    order_id(10484) -> "UK",
    order_id(10485) -> "Venezuela",
    order_id(10486) -> "Venezuela",
    order_id(10487) -> "Brazil",
    order_id(10488) -> "Germany",
    order_id(10489) -> "Austria",
    order_id(10490) -> "Venezuela",
    order_id(10491) -> "Portugal",
    order_id(10492) -> "Canada",
    order_id(10493) -> "France",
    order_id(10494) -> "Brazil",
    order_id(10495) -> "Canada",
    order_id(10496) -> "Brazil",
    order_id(10497) -> "Germany",
    order_id(10498) -> "Venezuela",
    order_id(10499) -> "Venezuela",
    order_id(10500) -> "France",
    order_id(10501) -> "Germany",
    order_id(10502) -> "Mexico",
    order_id(10503) -> "Ireland",
    order_id(10504) -> "USA",
    order_id(10505) -> "Canada",
    order_id(10506) -> "Germany",
    order_id(10507) -> "Mexico",
    order_id(10508) -> "Germany",
    order_id(10509) -> "Germany",
    order_id(10510) -> "USA",
    order_id(10511) -> "France",
    order_id(10512) -> "Brazil",
    order_id(10513) -> "Germany",
    order_id(10514) -> "Austria",
    order_id(10515) -> "Germany",
    order_id(10516) -> "Ireland",
    order_id(10517) -> "UK",
    order_id(10518) -> "Mexico",
    order_id(10519) -> "Switzerland",
    order_id(10520) -> "Norway",
    order_id(10521) -> "Argentina",
    order_id(10522) -> "Germany",
    order_id(10523) -> "UK",
    order_id(10524) -> "Sweden",
    order_id(10525) -> "France",
    order_id(10526) -> "Finland",
    order_id(10527) -> "Germany",
    order_id(10528) -> "USA",
    order_id(10529) -> "Belgium",
    order_id(10530) -> "Austria",
    order_id(10531) -> "Argentina",
    order_id(10532) -> "UK",
    order_id(10533) -> "Sweden",
    order_id(10534) -> "Germany",
    order_id(10535) -> "Mexico",
    order_id(10536) -> "Germany",
    order_id(10537) -> "Switzerland",
    order_id(10538) -> "UK",
    order_id(10539) -> "UK",
    order_id(10540) -> "Germany",
    order_id(10541) -> "Brazil",
    order_id(10542) -> "Germany",
    order_id(10543) -> "Venezuela",
    order_id(10544) -> "USA",
    order_id(10545) -> "USA",
    order_id(10546) -> "France",
    order_id(10547) -> "UK",
    order_id(10548) -> "Germany",
    order_id(10549) -> "Germany",
    order_id(10550) -> "Spain",
    order_id(10551) -> "Portugal",
    order_id(10552) -> "Venezuela",
    order_id(10553) -> "Finland",
    order_id(10554) -> "Germany",
